GENE	ctrl1	ctrl2	ctrl3	treat1	treat2	treat3
Cygb	101	67	118	58	101	58
Cyhr1	3225	3597	3649	3801	4039	4504
Cylc1	0	0	0	0	0	0
Cylc2	0	0	0	0	0	0
Cyld	1385	1538	1630	1551	1638	1661
Cym	16	7	23	3	3	7
Cyp11a1	1	0	0	0	1	2
Cyp11b1	1	2	0	0	0	0
Cyp11b2	0	0	0	0	0	0
Cyp17a1	5	1	2	2	3	5
Cyp19a1	0	0	0	0	0	0
Cyp1a1	444	561	493	483	546	591
Cyp1a2	0	0	0	0	0	0
Cyp1b1	77	92	133	67	125	94
Cyp20a1	383	447	457	465	514	616
Cyp21a1	0	0	0	0	0	0
Cyp24a1	702	220	541	946	1012	628
Cyp26a1	9	1	2	3	2	4
Cyp26b1	157	180	135	75	235	357
Cyp26c1	5	0	0	0	1	1
Cyp27a1	342	255	427	410	376	315
Cyp27b1	147	44	115	157	179	240
Cyp2a12	0	0	0	0	0	0
Cyp2a22	0	1	0	0	0	0
Cyp2a4	1961	1415	2949	1417	1467	1439
Cyp2a5	104	96	157	81	59	53
Cyp2ab1	0	0	1	1	1	4
Cyp2b10	0	0	0	0	0	0
Cyp2b13	0	0	0	0	0	0
Cyp2b19	0	0	0	0	1	0
Cyp2b23	2	1	2	1	1	0
Cyp2b9	1	1	5	1	0	0
Cyp2c29	0	0	0	1	0	0
Cyp2c37	0	0	0	0	0	0
Cyp2c38	0	0	0	0	0	0
Cyp2c39	0	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0
Cyp2c44	796	657	971	716	587	520
Cyp2c50	0	0	0	0	0	0
Cyp2c53-ps	0	0	0	0	0	0
Cyp2c54	0	0	0	0	0	0
Cyp2c55	0	0	1	1	1	0
Cyp2c65	0	0	0	0	0	0
Cyp2c66	0	0	0	0	0	0
Cyp2c67	1	0	0	0	0	0
Cyp2c68	1	1	0	7	13	7
Cyp2c69	9	9	7	5	4	1
Cyp2c70	0	0	0	0	0	0
Cyp2d10	0	1	2	3	4	1
Cyp2d11	0	0	0	0	1	0
Cyp2d12	267	219	370	277	309	209
Cyp2d13	0	0	0	0	0	1
Cyp2d22	371	363	388	528	610	556
Cyp2d26	3495	2204	3308	3929	3390	2924
Cyp2d34	0	0	4	0	2	1
Cyp2d37-ps	0	0	0	0	1	1
Cyp2d40	0	0	0	0	1	0
Cyp2d9	101	182	275	309	261	247
Cyp2e1	876	697	916	362	488	198
Cyp2f2	54	40	53	55	59	35
Cyp2g1	0	0	0	0	0	0
Cyp2j11	2780	2696	3243	3153	2602	3267
Cyp2j12	0	0	0	0	0	0
Cyp2j13	14	3	11	11	12	5
Cyp2j5	13224	9412	15457	13292	8567	8439
Cyp2j6	2026	2628	2304	3073	3398	4265
Cyp2j8	4	6	8	6	11	10
Cyp2j9	188	223	219	277	320	427
Cyp2r1	33	35	60	32	37	37
Cyp2s1	1425	1828	1589	1986	2546	2959
Cyp2t4	9	9	9	8	7	4
Cyp2u1	98	166	103	175	246	271
Cyp2w1	0	0	0	0	0	0
Cyp39a1	941	1067	1052	1156	1257	1399
Cyp3a11	0	0	3	0	0	0
Cyp3a13	61	92	70	23	24	30
Cyp3a16	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0
Cyp3a57	0	0	0	0	0	0
Cyp3a59	0	0	0	0	1	0
Cyp46a1	33	43	32	13	34	26
Cyp4a10	1830	1625	2483	1278	818	921
Cyp4a12a	24	69	37	118	75	82
Cyp4a12b	9	14	13	72	21	15
Cyp4a14	3765	2807	4312	1666	1186	1001
Cyp4a29-ps	0	0	0	0	0	0
Cyp4a30b-ps	0	0	1	0	0	0
Cyp4a31	1939	1566	2666	1765	1213	1261
Cyp4a32	8	7	4	4	7	3
Cyp4b1	717	669	1013	1821	1088	650
Cyp4f13	583	592	607	543	611	604
Cyp4f14	79	75	156	63	65	79
Cyp4f15	0	10	1	4	8	4
Cyp4f16	263	310	296	312	380	427
Cyp4f17	115	158	163	151	165	187
Cyp4f18	18	11	21	16	16	5
Cyp4f37	0	0	5	2	0	4
Cyp4f39	14	33	20	4	10	9
Cyp4f40	0	1	0	0	0	0
Cyp4f41-ps	10	7	7	9	9	6
Cyp4v3	355	576	461	754	890	1153
Cyp4x1	0	1	2	4	2	1
Cyp51	4993	3958	6810	4038	3621	3886
Cyp7a1	0	0	0	0	0	0
Cyp7b1	604	693	632	581	720	832
Cyp8b1	0	0	0	5	0	1
Cypt1	0	0	0	0	0	0
Cypt10	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0
Cypt2	0	0	0	0	0	0
Cypt3	0	0	0	0	0	0
Cypt4	0	0	0	0	0	0
Cypt7	0	0	0	0	0	0
Cypt8	0	0	0	0	0	0
Cypt9	0	0	0	0	0	0
Cyr61	1765	1383	1460	898	685	1136
Cys1	946	1175	1239	1040	1053	1204
Cysltr1	35	37	30	12	29	34
Cysltr2	4	7	5	6	1	8
Cystm1	4217	5078	4297	4975	5294	6413
Cyth1	895	1151	952	1050	1071	1074
Cyth2	1281	1482	1488	1346	1488	1585
Cyth3	865	1056	950	1101	1166	1270
Cyth4	145	101	160	98	121	86
Cytip	1107	1340	1278	1515	1651	1881
Cytl1	2	0	5	0	3	0
Cyyr1	52	25	43	54	32	39
D030018L15Rik	22	15	16	12	14	12
D030024E09Rik	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0
D030025P21Rik	0	0	0	0	0	0
D030028A08Rik	34	22	36	35	25	46
D030040B21Rik	0	0	0	0	1	1
D030045P18Rik	22	12	27	21	14	24
D030047H15Rik	1	1	2	1	0	3
D030056L22Rik	318	397	391	405	401	498
D10Bwg1379e	117	149	126	110	129	186
D10Jhu81e	3564	3690	4050	4187	3998	4367
D10Wsu102e	786	750	918	703	759	776
D11Wsu47e	205	265	238	262	298	308
D130009I18Rik	0	0	0	0	0	0
D130017N08Rik	49	50	65	62	91	76
D130020L05Rik	93	97	104	91	70	102
D130040H23Rik	9	14	17	30	19	24
D130043K22Rik	39	20	41	32	23	23
D130058E03	0	0	0	0	0	0
D14Abb1e	1050	1221	1372	1042	1283	1157
D14Ertd670e	0	0	0	0	0	0
D15Ertd621e	3131	3584	3494	3709	3970	4337
D16Ertd472e	28	26	26	25	24	34
D16Ertd519e	0	0	0	0	0	1
D17Ertd648e	0	0	0	0	0	0
D17H6S53E	338	365	381	415	467	537
D17Wsu104e	1032	1058	1188	1186	1130	1378
D17Wsu92e	4802	4884	5570	4855	5274	5607
D19Bwg1357e	642	742	778	774	814	930
D19Ertd737e	427	469	516	507	530	635
D1Ertd622e	708	797	912	777	859	821
D1Pas1	150	164	147	146	145	179
D230025D16Rik	444	539	518	524	574	638
D230030E09Rik	0	0	0	0	0	0
D2Wsu81e	264	293	322	279	316	342
D2hgdh	481	520	609	529	499	544
D330023K18Rik	162	175	155	118	150	189
D330041H03Rik	13	11	10	11	12	7
D330045A20Rik	137	172	228	160	149	155
D330050G23Rik	0	0	1	1	1	2
D330050I16Rik	18	17	19	32	25	21
D3Bwg0562e	441	511	579	596	695	825
D3Ertd254e	422	514	480	487	540	497
D3Ertd751e	948	1032	990	974	917	1123
D430019H16Rik	63	48	66	42	31	37
D430020J02Rik	16	13	15	19	30	33
D430036J16Rik	5	2	8	1	2	3
D430041D05Rik	1	5	2	1	2	5
D430042O09Rik	585	581	665	622	624	749
D4Ertd617e	0	2	2	0	1	0
D4Wsu53e	3392	3690	4747	5116	4212	4267
D530049I02Rik	0	0	0	0	0	0
D5Ertd577e	0	0	0	0	0	0
D5Ertd579e	2098	2583	2420	2562	2670	2882
D5Ertd605e	10	5	5	1	7	7
D630003M21Rik	31	16	32	34	30	19
D630010B17Rik	0	0	1	0	1	0
D630013N20Rik	223	175	302	192	185	118
D630023F18Rik	1200	717	1250	1184	912	824
D630024D03Rik	252	264	242	275	187	284
D630029K05Rik	1110	972	1602	872	930	643
D630032N06Rik	17	12	15	20	17	18
D630033O11Rik	1	1	2	1	0	0
D630039A03Rik	702	587	662	685	699	734
D630041G03Rik	3	9	4	2	6	8
D630045J12Rik	1252	1085	1320	1666	1603	1512
D630045M09Rik	184	181	244	134	141	149
D6Ertd474e	2	5	3	2	3	1
D6Ertd527e	2	3	0	2	6	4
D6Wsu163e	524	470	486	645	546	725
D730001G18Rik	87	129	107	163	144	211
D730005E14Rik	20	32	17	57	60	95
D730045A05Rik	0	2	0	0	0	0
D730048I06Rik	0	0	0	0	0	0
D730050B12Rik	0	0	0	0	0	0
D7Ertd143e	0	0	0	0	0	0
D7Ertd443e	16	15	20	17	15	15
D7Ertd715e	85	118	126	87	152	147
D830005E20Rik	0	0	0	0	0	0
D830013O20Rik	0	0	2	0	1	1
D830015G02Rik	0	0	0	0	0	0
D830026I12Rik	3	0	0	0	3	3
D830030K20Rik	0	0	0	2	0	0
D830031N03Rik	93	88	118	101	108	96
D830032E09Rik	1	0	0	0	0	1
D830046C22Rik	4	8	2	5	4	6
D8Ertd738e	1929	2029	2276	2239	2263	2581
D8Ertd82e	142	97	187	148	135	107
D930007P13Rik	4	4	2	1	2	0
D930015E06Rik	205	270	259	180	263	257
D930015M05Rik	14	10	8	17	17	10
D930016D06Rik	388	491	562	442	480	447
D930020B18Rik	0	1	0	2	0	0
D930028M14Rik	2	1	1	0	0	0
D930032P07Rik	1	0	2	0	0	0
D930048N14Rik	167	170	228	226	283	228
DQ267100	0	0	0	0	0	0
DQ267101	0	0	0	0	0	0
DQ267102	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0
Daam1	986	1212	1192	1206	1273	1477
Daam2	416	389	510	257	267	224
Dab1	338	422	538	260	317	282
Dab2	10959	10358	11784	13314	13139	13582
Dab2ip	1365	1667	1600	1524	1702	1946
Dach1	959	1174	1158	1291	1253	1622
Dach2	0	1	3	0	3	5
Dact1	50	31	44	30	49	40
Dact2	911	1221	1073	1136	1431	1636
Dact3	34	36	32	10	27	30
Dad1	2387	2298	2483	2495	2610	2937
Daf2	0	0	0	1	0	0
Dag1	6053	7211	6476	6995	7323	8673
Dagla	638	937	757	1161	1355	1327
Daglb	264	252	296	324	332	379
Dak	5144	4624	6367	4247	3820	3800
Dalrd3	1402	1464	1592	1422	1451	1488
Dancr	58	62	76	48	73	91
Dand5	164	217	210	175	219	214
Dao	3698	2555	3938	3329	2819	2520
Dap	2487	3034	2929	3121	3759	3841
Dap3	1750	1966	2172	2257	2405	2741
Dapk1	1207	1389	1234	1344	1369	1613
Dapk2	106	73	157	66	121	108
Dapk3	589	641	677	647	676	665
Dapl1	4	8	10	5	6	6
Dapp1	163	297	255	239	249	297
Darc	0	0	0	1	0	0
Dars	2184	2465	2674	2671	2845	3602
Dars2	504	508	612	655	673	790
Daw1	14	6	14	6	5	3
Daxx	518	525	648	543	640	666
Dazap1	1051	1191	1220	1208	1280	1412
Dazap2	7644	8748	9068	8532	9702	10762
Dazl	0	2	2	2	0	0
Dbf4	120	136	166	111	120	139
Dbh	0	0	0	0	0	0
Dbhos	0	0	0	0	0	0
Dbi	5642	4424	6157	5312	4267	4301
Dbil5	5	3	8	7	16	11
Dbn1	960	1252	1084	1242	1394	1698
Dbndd1	30	40	41	22	30	37
Dbndd2	1165	1570	1360	1457	1632	1977
Dbnl	1408	1702	1658	1922	2038	2451
Dbp	354	413	1095	107	243	113
Dbpht2	0	2	2	1	0	0
Dbr1	279	338	330	365	331	348
Dbt	2976	3203	3357	3751	4000	4549
Dbx1	0	0	0	0	0	0
Dbx2	1	1	0	0	1	0
Dcaf10	695	855	806	891	871	940
Dcaf11	4938	5605	5772	6236	6583	7325
Dcaf12	1385	1566	1569	1638	1657	1728
Dcaf12l1	81	91	74	80	88	95
Dcaf12l2	4	0	1	0	0	0
Dcaf13	634	653	686	671	739	832
Dcaf15	426	447	550	377	457	492
Dcaf17	531	602	548	511	539	543
Dcaf4	174	205	209	222	234	277
Dcaf5	1101	1386	1316	1132	1397	1432
Dcaf6	1216	1438	1462	1434	1494	1459
Dcaf7	2379	3021	2839	2907	2934	3557
Dcaf8	4499	4683	5024	4555	4975	4959
Dcakd	607	756	745	686	864	914
Dcbld1	598	567	618	584	519	606
Dcbld2	534	590	567	666	598	724
Dcc	0	0	0	1	1	0
Dcdc2a	224	222	294	278	237	238
Dcdc2b	135	149	154	174	167	166
Dcdc2c	0	0	0	0	0	0
Dchs1	52	39	53	47	36	31
Dck	194	220	221	175	223	233
Dclk1	11	9	9	4	3	2
Dclk2	26	32	33	39	32	33
Dclk3	1788	2141	2130	2154	2419	2758
Dclre1a	324	308	290	356	343	339
Dclre1b	313	330	324	287	324	322
Dclre1c	180	164	188	189	220	209
Dcn	746	691	714	922	1287	1258
Dcp1a	442	503	570	498	595	518
Dcp1b	220	261	283	231	273	291
Dcp2	765	971	955	757	801	889
Dcpp1	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0
Dcps	526	550	583	549	599	601
Dcst1	30	17	28	11	21	15
Dcstamp	1	3	0	2	2	1
Dct	1	0	1	5	0	0
Dctd	23	26	29	39	31	30
Dctn1	2253	2534	2524	2699	2768	3118
Dctn2	3500	3888	3920	4272	4279	5028
Dctn3	1437	1477	1697	1625	1673	2084
Dctn4	1236	1394	1390	1371	1474	1554
Dctn5	1204	1097	1348	1422	1341	1490
Dctn6	1026	1188	1133	1063	1117	1261
Dctpp1	456	364	511	513	523	579
Dcun1d1	487	544	594	525	560	595
Dcun1d2	638	857	800	755	770	843
Dcun1d3	320	298	400	329	322	313
Dcun1d4	1055	1032	1162	990	1089	1028
Dcun1d5	936	1167	1008	1052	1102	1269
Dcx	0	5	2	1	2	1
Dcxr	2441	2452	2791	2642	2507	2563
Dda1	829	936	937	865	1000	1028
Ddah1	3440	2913	3903	3044	2450	2593
Ddah2	760	934	874	837	909	1041
Ddb1	6804	7248	7695	8301	8253	9527
Ddb2	107	129	120	107	125	108
Ddc	2322	1619	2738	2103	1760	1570
Ddhd1	557	678	653	644	640	709
Ddhd2	816	927	973	846	1075	955
Ddi1	0	0	0	0	0	0
Ddi2	297	277	308	301	241	349
Ddit3	250	290	313	260	279	351
Ddit4	1177	1643	1224	1549	1721	1946
Ddit4l	648	816	613	638	643	808
Ddn	216	162	262	261	140	139
Ddo	888	824	1109	897	794	976
Ddost	2645	3048	3149	2940	3173	3621
Ddr1	6490	7910	7176	7952	9110	10839
Ddr2	73	58	99	38	55	40
Ddrgk1	2368	2354	2804	2255	2272	2533
Ddt	2145	2118	2282	2680	2497	2755
Ddx1	2379	2437	2767	2825	2888	3306
Ddx10	421	535	483	464	466	533
Ddx11	56	84	80	68	77	80
Ddx17	6239	7337	7602	7120	7281	7760
Ddx18	147	160	155	153	168	181
Ddx19a	506	579	494	591	642	713
Ddx19b	413	482	484	495	530	528
Ddx20	347	395	416	390	429	430
Ddx21	1177	1347	1242	1426	1385	1607
Ddx23	1220	1404	1280	1223	1307	1381
Ddx24	1545	1754	1626	1745	1829	2018
Ddx25	1	0	1	1	1	0
Ddx26b	832	1029	1136	669	796	654
Ddx27	685	785	724	752	786	853
Ddx28	218	282	246	266	280	319
Ddx31	131	142	134	167	115	172
Ddx39	553	591	635	741	764	914
Ddx39b	1894	2082	2159	2194	2279	2715
Ddx3x	7657	8148	8712	7923	7874	8668
Ddx3y	0	0	0	0	0	0
Ddx4	0	6	4	5	10	0
Ddx41	1019	1030	1101	1154	1176	1256
Ddx42	1433	1649	1590	1473	1605	1785
Ddx43	0	2	0	1	0	0
Ddx46	1861	1987	2101	1967	2173	2400
Ddx47	1086	1318	1285	1290	1317	1390
Ddx49	399	438	421	462	469	544
Ddx5	10420	11211	12083	10565	10612	11837
Ddx50	1052	1283	1165	1102	1180	1218
Ddx51	286	315	309	317	360	361
Ddx52	798	872	959	867	991	987
Ddx54	1268	1489	1467	1451	1575	1724
Ddx55	230	279	333	284	286	318
Ddx56	596	667	704	740	728	920
Ddx58	856	1015	1033	1141	1209	1268
Ddx59	225	212	197	236	246	285
Ddx6	3545	3913	3950	4066	4249	4333
Ddx60	36	21	17	50	53	61
Deaf1	615	702	710	590	702	703
Dear1	0	1	0	0	0	1
Deb1	708	768	803	827	901	977
Decr1	3673	3590	4817	3606	3765	3984
Decr2	1281	1151	1498	1253	1306	1478
Dedd	852	976	948	940	929	1074
Dedd2	461	528	513	531	549	558
Def6	271	392	301	442	491	584
Def8	2037	1876	2528	2183	2130	2259
Defa-ps1	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0
Defa-rs1	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0
Defa17	0	0	0	0	0	0
Defa2	0	0	0	0	0	0
Defa20	0	0	0	0	0	0
Defa21	0	0	0	0	0	0
Defa22	0	0	0	0	0	0
Defa23	0	0	0	0	0	0
Defa24	0	0	0	0	0	0
Defa25	0	0	0	0	0	0
Defa26	0	0	0	0	0	0
Defa3	0	0	0	0	0	0
Defa4	0	0	0	0	0	0
Defa5	0	0	0	0	0	0
Defa6	0	0	0	0	0	0
Defb1	21882	29037	21888	34949	35707	48230
Defb10	0	0	0	0	0	0
Defb11	15	24	20	10	16	32
Defb12	0	0	0	0	0	0
Defb13	0	0	0	0	0	0
Defb14	2	1	1	0	0	0
Defb15	1	0	0	0	0	0
Defb18	0	0	0	0	0	0
Defb19	13	9	11	9	8	4
Defb2	28	28	20	17	25	29
Defb20	3	1	0	0	0	4
Defb21	0	0	0	0	0	0
Defb22	0	0	0	0	0	0
Defb23	0	0	0	0	0	0
Defb25	0	0	0	0	0	0
Defb26	3	2	7	4	6	2
Defb28	0	2	3	0	0	6
Defb29	463	343	668	316	264	290
Defb3	0	0	0	0	0	0
Defb30	0	0	0	0	0	0
Defb33	0	0	0	0	0	0
Defb34	0	0	0	0	0	0
Defb35	0	1	0	0	0	0
Defb36	1	0	1	0	0	0
Defb37	0	0	0	0	0	0
Defb38	0	0	0	0	0	0
Defb39	0	0	0	0	0	0
Defb4	0	0	0	0	0	0
Defb40	0	0	0	0	0	0
Defb41	0	0	0	0	0	0
Defb42	23	20	29	26	18	25
Defb43	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0
Defb45	0	0	0	0	0	0
Defb46	0	0	0	0	0	0
Defb47	0	0	0	0	0	0
Defb48	0	0	0	0	0	0
Defb5	0	0	0	0	0	0
Defb50	1	0	0	0	2	0
Defb6	0	0	0	0	0	0
Defb7	0	0	0	0	0	0
Defb8	0	0	0	0	0	0
Defb9	1	1	2	0	4	0
Degs1	2403	2023	2596	3056	2715	2642
Degs2	1009	1336	1124	1616	1872	2181
Dek	2600	2773	2800	2475	2876	3185
Dennd1a	1060	1094	1089	1227	1161	1217
Dennd1b	699	796	849	741	859	862
Dennd1c	261	426	325	304	375	465
Dennd2a	50	25	47	27	36	30
Dennd2c	47	45	49	37	52	36
Dennd2d	366	505	428	486	566	654
Dennd3	604	612	679	608	716	761
Dennd4a	317	307	396	455	451	477
Dennd4b	211	190	238	214	226	186
Dennd4c	734	882	779	765	892	982
Dennd5a	1648	1735	1806	1727	1789	1805
Dennd5b	471	433	507	409	402	432
Dennd6a	975	1051	1105	1076	1137	1217
Dennd6b	197	244	310	222	253	246
Denr	1157	1331	1386	1588	1553	1815
Depdc1a	4	5	12	16	8	17
Depdc1b	229	183	230	282	234	262
Depdc5	356	424	476	463	449	491
Depdc7	867	1019	1014	1106	1132	1376
Deptor	3116	3524	3572	3338	3899	3881
Dera	1068	934	1157	1216	1180	1229
Derl1	1704	1901	1989	1958	1998	2110
Derl2	1130	1167	1165	1164	1262	1443
Derl3	17	32	14	15	5	14
Des	163	122	170	114	131	111
Desi1	1325	1545	1415	1602	1810	1827
Desi2	540	659	661	631	661	730
Det1	154	211	185	196	236	238
Dexi	388	537	465	514	631	668
Dffa	461	547	539	580	629	709
Dffb	77	79	113	82	92	75
Dfna5	121	83	128	97	68	70
Dfnb59	64	26	80	24	28	21
Dgat1	579	648	644	738	895	898
Dgat2	1909	1737	2460	1753	1839	1672
Dgat2l6	0	0	0	0	0	0
Dgcr14	282	347	323	318	357	372
Dgcr2	2198	2550	2606	2544	2758	2663
Dgcr6	1411	1472	1630	1840	2084	2265
Dgcr8	402	524	517	418	453	487
Dgka	417	434	471	402	418	486
Dgkb	33	21	27	16	16	21
Dgkd	1248	1250	1487	1268	1251	1329
Dgke	233	260	252	265	331	302
Dgkeos	2	0	1	0	1	0
Dgkg	67	37	57	73	69	45
Dgkh	34	29	48	33	39	20
Dgki	3	2	3	1	2	0
Dgkk	2	1	2	0	4	0
Dgkq	498	491	618	582	551	577
Dgkz	1490	1428	1797	1458	1633	1628
Dguok	461	527	512	487	557	549
Dhcr24	3144	2441	3411	3759	3024	3037
Dhcr7	411	387	508	507	534	610
Dhdds	1117	1108	1230	1177	1327	1526
Dhdh	279	225	388	255	326	300
Dhfr	1092	826	1153	1043	877	802
Dhh	11	7	7	9	6	13
Dhodh	318	423	438	386	438	534
Dhps	333	391	351	379	429	498
Dhrs1	2320	2348	2542	2721	2762	2876
Dhrs11	538	604	610	824	768	1146
Dhrs13	164	212	227	259	289	317
Dhrs2	0	0	0	0	0	0
Dhrs3	3540	3810	3999	3877	4340	4753
Dhrs4	2274	2185	2764	2327	2091	2150
Dhrs7	449	482	490	555	656	661
Dhrs7b	769	728	767	864	900	1021
Dhrs7c	0	0	0	0	0	0
Dhrs9	2	2	0	1	0	0
Dhrsx	0	0	0	0	0	0
Dhtkd1	217	145	257	163	204	162
Dhx15	3049	3530	3341	3560	3430	3941
Dhx16	902	1037	1193	1027	1179	1175
Dhx29	491	524	535	556	524	618
Dhx30	1355	1587	1623	1627	1591	1900
Dhx32	965	1036	1067	1202	1386	1550
Dhx33	531	583	600	564	664	603
Dhx34	359	340	373	355	393	396
Dhx35	371	325	399	456	440	503
Dhx36	982	1160	1230	1338	1304	1413
Dhx37	309	349	320	320	381	373
Dhx38	669	758	824	777	803	915
Dhx40	1693	1648	1843	1726	1697	1757
Dhx57	381	453	478	437	471	497
Dhx58	41	45	48	74	59	90
Dhx8	634	723	724	679	827	792
Dhx9	3427	3746	3707	3477	3343	3927
Diablo	998	1074	1169	1161	1261	1325
Diap1	2181	2516	2221	2280	2926	3252
Diap2	544	620	658	722	830	937
Diap3	24	33	43	31	35	78
Dicer1	1132	1359	1291	1230	1360	1352
Dido1	1105	1297	1310	1156	1185	1278
Diexf	282	368	306	298	289	329
Dimt1	65	70	83	68	87	72
Dio1	1886	1396	1809	1838	1334	1182
Dio2	5	20	3	3	18	6
Dio3	5	0	4	0	1	1
Dio3os	12	16	15	8	6	10
Dip2a	937	1058	1041	1231	1231	1423
Dip2b	333	381	373	447	428	413
Dip2c	1034	1348	1230	1057	1185	1295
Diras1	1	0	0	0	0	2
Diras2	0	0	0	0	2	0
Dirc2	866	925	995	942	1015	1129
Dis3	399	419	366	386	426	456
Dis3l	771	785	873	874	937	987
Dis3l2	486	535	567	542	524	629
Disc1	35	25	36	36	39	49
Disp1	0	0	0	0	0	0
Disp2	13	1	6	26	22	41
Dixdc1	565	583	656	534	622	692
Dkc1	441	481	482	450	432	519
Dkk1	9	15	9	8	11	19
Dkk2	548	361	619	412	275	285
Dkk3	499	556	607	625	639	610
Dkk4	0	1	0	0	0	0
Dkkl1	0	1	3	4	4	3
Dlat	4695	5467	5276	6599	7058	8325
Dlc1	524	502	628	495	488	445
Dld	8897	9536	10056	11726	12097	13714
Dlec1	1330	1453	1396	1497	1644	1887
Dleu2	205	160	202	157	153	131
Dleu7	335	254	291	350	197	242
Dlg1	2946	3298	3277	3220	3612	4302
Dlg2	122	118	145	93	121	132
Dlg3	963	1162	1086	1145	1180	1353
Dlg4	197	273	215	139	228	232
Dlg5	1242	1442	1349	1374	1446	1591
Dlgap1	9	6	13	10	9	13
Dlgap2	0	1	0	0	0	0
Dlgap3	1	10	5	2	8	7
Dlgap4	947	1357	1108	1499	1638	1957
Dlgap5	44	44	51	68	39	89
Dlk1	14	8	16	12	7	17
Dlk2	1	1	3	9	3	6
Dll1	770	1112	985	731	1067	765
Dll3	1	0	0	0	1	0
Dll4	407	517	503	460	560	494
Dlst	8173	8127	9293	10330	10519	12308
Dlx1	1	0	3	0	2	0
Dlx1as	0	1	0	0	0	0
Dlx2	0	0	0	0	0	0
Dlx3	0	9	0	4	4	1
Dlx4	0	7	2	4	2	3
Dlx5	0	0	0	1	0	0
Dlx6	0	0	0	0	0	0
Dlx6as2	0	0	0	0	0	0
Dlx6os1	0	0	0	0	0	0
Dmap1	331	413	345	399	429	521
Dmbt1	0	0	0	0	0	0
Dmbx1	0	0	0	0	0	0
Dmc1	4	2	3	1	2	1
Dmd	756	1082	965	1055	1152	1340
Dmgdh	1576	1392	1895	977	866	779
Dmkn	0	1	0	0	0	1
Dmp1	0	0	0	0	0	0
Dmpk	169	173	197	143	194	174
Dmr	0	0	0	0	0	0
Dmrt1	0	0	0	0	0	0
Dmrt2	892	1145	1100	786	948	1059
Dmrt3	0	0	0	0	0	0
Dmrta1	4	2	3	0	4	0
Dmrta2	1	6	9	6	10	7
Dmrtb1	0	0	0	0	0	0
Dmrtc1a	11	18	22	24	35	20
Dmrtc1b	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0
Dmrtc2	0	1	0	0	0	0
Dmtf1	623	637	740	626	746	732
Dmtn	3825	4048	4338	4462	4807	5510
Dmwd	726	772	817	827	895	873
Dmxl1	4944	6265	5747	6719	7466	8114
Dmxl2	1137	1209	1336	1468	1707	1870
Dna2	114	82	146	134	125	110
Dnaaf1	3	8	7	1	4	8
Dnaaf2	166	160	179	179	198	205
Dnaaf3	25	22	27	33	31	52
Dnah1	37	65	45	39	41	34
Dnah10	5	1	4	1	4	4
Dnah11	20	23	25	23	8	16
Dnah17	9	14	16	16	12	9
Dnah2	20	14	17	15	12	5
Dnah5	3	5	10	3	8	4
Dnah6	2	2	0	1	0	0
Dnah7a	1	1	1	0	0	1
Dnah7b	130	111	142	158	165	164
Dnah8	2	1	2	0	2	0
Dnah9	6	2	2	3	1	1
Dnaic1	2	0	8	4	0	5
Dnaic2	4	12	8	12	7	15
Dnaja1	1389	1422	1699	1558	1378	1557
Dnaja2	4567	4685	5263	4884	5016	5629
Dnaja3	3076	3198	3447	3739	4009	4656
Dnaja4	660	810	748	759	735	935
Dnajb1	1338	1719	1312	1513	1395	1612
Dnajb11	2509	2710	2696	3018	3205	3904
Dnajb12	900	964	1078	967	1002	1093
Dnajb13	4	7	12	7	9	8
Dnajb14	252	284	252	293	300	397
Dnajb2	1221	1332	1270	1271	1281	1556
Dnajb3	45	37	52	26	39	33
Dnajb4	1367	1367	1376	1173	1115	1448
Dnajb5	119	160	172	171	189	176
Dnajb6	164	168	199	181	197	217
Dnajb7	1	3	3	1	0	1
Dnajb8	0	0	0	0	0	0
Dnajb9	1224	1404	1297	1267	1561	1814
Dnajc1	819	930	899	864	921	993
Dnajc10	1946	2150	2293	2559	2982	3356
Dnajc11	1313	1539	1458	1570	1771	2059
Dnajc12	1832	1561	1865	2078	2031	1889
Dnajc13	2878	2486	3118	3288	3000	3133
Dnajc14	1489	1695	1650	1608	1858	1981
Dnajc15	1335	1363	1373	1491	1557	1896
Dnajc16	657	813	770	771	819	985
Dnajc17	96	95	85	79	91	87
Dnajc18	686	685	724	707	728	733
Dnajc19	222	222	275	246	220	257
Dnajc2	617	613	637	681	637	689
Dnajc21	974	1064	1021	1062	1118	1157
Dnajc22	642	491	757	612	496	416
Dnajc24	185	247	214	236	209	286
